ID,SKU,IMAGE,PRICE,TITLE,HANDLE,CPU,GPU,RAM,STORAGE,COOLER,MOTHERBOARD,CASE,PSU,INVENTORY,COMPARE PRICE,TYPE,CATEGORY,USECASE,form_factor,persona_tags,style_tags,strengths,target_resolution,score_res_1080p,score_res_1440p,score_res_1440p_heavy,score_res_4k_light,score_res_4k_heavy,score_game_fortnite,score_game_gta_v,score_game_cod,score_game_diablo,score_game_starfield,score_game_league,score_game_sim_racing,score_game_flight_sim,score_game_cyberpunk,score_game_apex,score_game_valorant,score_game_bg3,score_work_documents,score_work_creative,score_work_coding,score_work_3d,score_study_assignments,score_study_online_classes,score_study_creative_software,score_study_stem,score_essentials_browsing,score_essentials_streaming,score_essentials_office_apps,score_essentials_light_gaming
Custom_34,Creator Hush,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/HUSH_f47f68bf-e8c4-43ce-9086-abf869fc249a.jpg?v=1735880886,1349 ,Creator Hush,https://aftershockpc.com.au/pc-models/creator-hush,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 3 x Fractal Aspect 12 120mm Case Fans + CPU Fans",Asus Prime B650M-A WIFI II CSM - DDR5,Fractal Design Pop Silent - White TG,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Workstation,Desktop,"[""Student"", ""Budget-Conscious"", ""Engineering Student"", ""Light Gamer""]","[""Minimalist"", ""Workstation Style"", ""White Build""]","[""light-gaming-ready"", ""budget-friendly"", ""quiet-operation""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,6,5,5,4,7,10,5,7,10,10,10,6
Custom_35,Flow - MAX,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/flow_thumbnail.webp,3299 ,Flow - MAX,https://aftershockpc.com.au/pc-models/flow-pro,AMD Ryzen 7 9700X | 5.5GHz | 8 Core 16 Threads,Asus RTX 5070Ti Prime OC - 16GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm - White, 7 x Aftershock Omni RGB 120mm Fans - White",Asus Prime B650M-A WIFI II CSM - DDR5,#REF!,850W Inwin P85II 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,7,7,7,7,8,7,7,7,8,9,7,7,7,7,7,8,10,7,8,10,10,10,10
Custom_36,Pentagon - Max,https://images.prismic.io/aftershockpc/ZnkHG5bWFboweyjl_pentagonmaxthumb.webp,2399 ,Pentagon - Max,https://aftershockpc.com.au/pc-models/pentagon-max,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Gigabyte RTX 5070 Windforce OC - 12GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm - White, 7 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650 Eagle AX - DDR5,NZXT H6 Flow (Mesh) - White,850W Inwin P85II 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Home Office"", ""Engineering Student""]","[""High Airflow"", ""RGB Showcase"", ""White Build""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,7,7,6,6,8,8,6,7,6,6,6,8,10,7,7,10,10,10,10
Custom_37,Ultracore - EXTREME,https://images.prismic.io/aftershockpc/96589caf-c9d7-4ba4-9d3c-c38aadd177f1_ULTRACORE+KV+2023M.png,6299 ,Ultracore - EXTREME,https://aftershockpc.com.au/pc-models/ultracore-extreme,AMD Ryzen 7 9700X | 5.5GHz | 8 Core 16 Threads,Zotac RTX 5080 Solid OC -16GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",Coolant - Transparent Clear,Gigabyte X870 Aorus Elite Ice Wi-Fi 7 - DDR5,Lian Li O11D Evo XL - Black,1050W Inwin 80+ Platinum - Modular - PCIe 5.0,1,,Desktop,Custom,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""1440p Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",10,9,7,6,5,9,8,9,8,8,9,9,7,8,10,10,8,7,8,7,8,8,10,8,8,10,10,10,10
Custom_38,Creator North - Pro,https://images.prismic.io/aftershockpc/ZrAbp0aF0TcGIq8u_Creator.webp,3399 ,Creator North - Pro,https://aftershockpc.com.au/pc-models/creator-pro,Intel Core Ultra 7 265K | 5.5 GHz | 20 Cores 20 Threads,Asus RTX 5070 Prime OC - 12GB,64GB Crucial Pro 5600MHz (2x32GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 6 x Aftershock 2200rpm PWM 120mm Fans",Asus Prime Z890-P Wi-Fi CSM - DDR5,Fractal Design North XL Charcoal - Black TG Dark,750W Inwin 80+ Gold,1,,Desktop,Custom,Workstation,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student""]","[""Minimalist"", ""Workstation Style"", ""Premium Aesthetic""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,7,7,7,7,8,7,7,7,8,9,7,8,7,7,7,8,10,7,8,10,10,10,10
Custom_39,3D VFX & Animation - Industry Standard,https://images.prismic.io/aftershockpc/ZiXHQvPdc1huKqeA_KV_Mobile.png.png,5999 ,3D VFX & Animation - Industry Standard,https://aftershockpc.com.au/pc-models/3daf-industry,Intel Core Ultra 9 285K | 5.7 GHz | 24 Cores 24 Threads,Asus RTX 5080 Prime OC - 16GB,64GB Crucial Pro 5600MHz (2x32GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 7 x Aftershock 2200rpm PWM 120mm Fans",Asus Prime Z890-P Wi-Fi CSM - DDR5,Fractal Design North XL Charcoal - Black TG Dark,1050W Inwin 80+ Platinum - Modular - PCIe 5.0,1,,Desktop,Custom,Workstation,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""1440p Gamer""]","[""Minimalist""]","[""excellent-1440p-performance"", ""future-proof-specs"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",10,9,7,6,5,9,9,9,9,9,10,9,9,9,10,10,9,9,9,9,9,9,10,9,9,10,10,10,10
Custom_40,Ren,https://images.prismic.io/aftershockpc/6bcc5cff-0188-4ff8-9f87-d10363a90493_REN+1000x1000+BG.jpg,1549 ,Ren,https://aftershockpc.com.au/pc-models/ren,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",ID-COOLING IS-55 Black,Gigabyte A620I AX - DDR5,Fractal Terra Silver,700W InWin CS700 SFX 80+ Gold - Modular,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""light-gaming-ready"", ""budget-friendly""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,5,4,5,4,6,10,5,6,10,10,10,6
Custom_41,Riot - Pro,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/RIOT_WH_MOBILE.webp,1499 ,Riot - Pro,https://aftershockpc.com.au/pc-models/riot-pro,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - White, 5 x NZXT White 120mm Fans + CPU Fan",Asus Prime B650M-A WIFI II CSM - DDR5,Lian Li A3 Dan - White Beech Wood,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Student"", ""Budget-Conscious"", ""Light Gamer""]","[""Compact"", ""Premium Aesthetic"", ""RGB Showcase""]","[""budget-friendly""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_42,Riot,https://images.prismic.io/aftershockpc/Zr68rUaF0TcGI-ko_riot-black-thumb.webp,1299 ,Riot,https://aftershockpc.com.au/pc-models/riot,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 5 x Black Chassis 120mm Fans + CPU Fan",Asus Prime B650M-A WIFI II CSM - DDR5,Lian Li A3 Dan - Black,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Student"", ""Budget-Conscious"", ""Light Gamer""]","[""Compact"", ""RGB Showcase""]","[""light-gaming-ready"", ""budget-friendly""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,5,4,5,4,6,10,5,6,10,10,10,6
Custom_43,Zeal Mini Lite,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/ZM_Lite_selector.webp,1249 ,Zeal Mini Lite,https://aftershockpc.com.au/pc-models/zeal-mini-lite,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - White, 6 x Aftershock Omni RGB 120mm Fans + CPU Fan - White",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Aftershock Zeal M - White,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Student"", ""Budget-Conscious"", ""Light Gamer""]","[""RGB Showcase"", ""White Build""]","[""light-gaming-ready"", ""budget-friendly""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,5,4,5,4,6,10,5,6,10,10,10,6
Custom_44,Creator Era - Midnight Blue,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/era_blue_thumb_45af42f8-8788-431d-811d-b4ab33a5d6f8.webp?v=1735886972,1699 ,Creator Era - Midnight Blue,https://aftershockpc.com.au/pc-models/era-midnight-blue,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",ID-COOLING IS-55 Black,Gigabyte A620I AX - DDR5,Fractal Era 2 - Midnight Blue,700W InWin CS700 SFX 80+ Gold - Modular,1,,Desktop,Custom,Workstation,Desktop,"[""Engineering Student"", ""Light Gamer""]","[""Workstation Style""]","[""light-gaming-ready""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,6,5,5,4,7,10,5,7,10,10,10,6
Custom_45,Creator A3 Industry,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/a3_wood.webp?v=1735884188,2599 ,Creator A3 Industry,https://aftershockpc.com.au/pc-models/creator-a3-industry,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Asus RTX 5070 Prime OC - 12GB,64GB Crucial Pro 5600MHz (2x32GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 7 x Aftershock 2200rpm PWM 120mm Fans",Asus Prime B650M-A WIFI II CSM - DDR5,Lian Li A3 Dan - Black Wood,750W Inwin 80+ Gold,1,,Desktop,Custom,Workstation,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student""]","[""Compact"", ""Workstation Style""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,7,7,6,6,8,8,6,8,7,7,6,8,10,7,7,10,10,10,10
Custom_46,Creator A3 Professional,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/a3_white_thumb_6927f6fa-ec96-40e8-9145-981cd34f7131.webp?v=1735883050,1899 ,Creator A3 Professional,https://aftershockpc.com.au/pc-models/creator-a3-pro,Intel Core Ultra 5 245K | 5.5 GHz | 14 Cores 14 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - White, 5 x NZXT White 120mm Fans + CPU Fan",Asus Prime Z890M-PLUS CSM - DDR5,Lian Li A3 Dan - White,750W Inwin 80+ Gold,1,,Desktop,Custom,Workstation,Desktop,"[""Engineering Student"", ""Light Gamer""]","[""Compact"", ""Premium Aesthetic"", ""Workstation Style""]","[""light-gaming-ready""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,6,5,5,4,7,10,5,7,10,10,10,6
Custom_47,Mood,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Mood_BL_Selector.webp,1899 ,Mood,https://aftershockpc.com.au/pc-models/mood,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","ID-COOLING IS-55 Black, 2 x Aftershock 2200rpm PWM 120mm Fans",Gigabyte A620I AX - DDR5,Fractal Mood - Black,700W InWin CS700 SFX 80+ Gold - Modular,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_48,Zeal Mini Pro,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/ZM_PRO_SELECTOR.webp,2399 ,Zeal Mini Pro,https://aftershockpc.com.au/pc-models/zeal-mini-pro,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Gigabyte RTX 5070 Windforce OC - 12GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 6 x Aftershock Omni RGB 120mm Fans - White",Asus Prime B650M-A WIFI II CSM - DDR5,Aftershock Zeal M - White,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Home Office"", ""Engineering Student""]","[""Premium Aesthetic"", ""RGB Showcase"", ""White Build""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,7,7,6,6,8,8,6,7,6,6,6,8,10,7,7,10,10,10,10
Custom_49,Mood - Pro,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Mood_Selector_WH.webp,2049 ,Mood - Pro,https://aftershockpc.com.au/pc-models/mood-pro,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060Ti Windforce OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","ID-COOLING IS-55 Black, 2 x Aftershock 2200rpm PWM 120mm Fans",Gigabyte A620I AX - DDR5,Fractal Mood - Light Gray,700W InWin CS700 SFX 80+ Gold - Modular,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase"", ""Premium Aesthetic""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_50,Melon Milk,https://images.prismic.io/aftershockpc/5940e6ec-949f-4a31-ac13-986c2e21d488_RTS_Melon.png,1699 ,Melon Milk,https://aftershockpc.com.au/pc-models/melon-milk,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 5 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Melon Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_51,Graphic Design - Industry Standard,https://images.prismic.io/aftershockpc/ZiXHQvPdc1huKqeA_KV_Mobile.png.png,3099 ,Graphic Design - Industry Standard,https://aftershockpc.com.au/pc-models/gdf-industry,Intel Core Ultra 7 265K | 5.5 GHz | 20 Cores 20 Threads,Gigabyte RTX 5060Ti Windforce Max OC - 16GB,64GB Crucial Pro 5600MHz (2x32GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 5 x Aftershock 2200rpm PWM 120mm Fans",Asus Prime Z890-P Wi-Fi CSM - DDR5,Fractal Design North XL Charcoal - Black TG Dark,850W Inwin P85II 80+ Gold,1,,Desktop,Custom,Workstation,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student"", ""Light Gamer""]","[""Minimalist""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,6,5,5,5,6,7,6,6,5,6,7,5,8,6,7,6,8,10,6,8,10,10,10,7
Custom_52,Hypergate Air,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/SLP_Hypergate_WH_Selector_27524789-152d-4eba-aa1f-e2a76b15c254.webp?v=1740441457,1849 ,Hypergate Air,https://aftershockpc.com.au/pc-models/hypergate-air,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060Ti Windforce OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 4 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650 Eagle AX - DDR5,NZXT H5 Flow (Mesh Front) - White 2024 Edition,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""High Airflow"", ""RGB Showcase"", ""White Build""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_53,Ultracore,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/U_SLP_Selector_1080_1080.webp,3299 ,Ultracore,https://aftershockpc.com.au/pc-models/ultracore-,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Zotac RTX 5070Ti Solid Core OC SFF - 16GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 10 x Aftershock Omni RGB 120mm Fans",Gigabyte B650 Eagle AX - DDR5,Lian Li O11D Evo RGB - Black,850W Inwin P85II 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Home Office"", ""Engineering Student""]","[""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,7,7,6,6,8,8,6,7,6,6,6,8,10,7,7,10,10,10,10
Custom_54,Hypergate - MAX,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/SLP_HYPERGATE_MAX_SELECTOR.webp,2349 ,Hypergate - MAX,https://aftershockpc.com.au/pc-models/hypergate-elite,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Gigabyte RTX 5070 Windforce OC - 12GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",Aftershock Glacier Mirror 360mm - White,Gigabyte B650 Eagle AX - DDR5,NZXT H7 Flow (Mesh Front) - White 2024 Edition,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Home Office"", ""Engineering Student""]","[""High Airflow"", ""RGB Showcase"", ""White Build""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,7,7,6,6,8,8,6,7,6,6,6,8,10,7,7,10,10,10,10
Custom_55,Creator Era - Silver,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/era_white_thumb_e0104507-b1ac-42c5-8882-306e9032a56a.webp?v=1735887059,1699 ,Creator Era - Silver,https://aftershockpc.com.au/pc-models/era-silver,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",ID-COOLING IS-55 Black,Gigabyte A620I AX - DDR5,Fractal Era 2 - Silver,700W InWin CS700 SFX 80+ Gold - Modular,1,,Desktop,Custom,Workstation,Desktop,"[""Engineering Student"", ""Light Gamer""]","[""Workstation Style""]","[""light-gaming-ready""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,6,5,5,4,7,10,5,7,10,10,10,6
Custom_56,Focus Lite,https://images.prismic.io/aftershockpc/ZrAbqUaF0TcGIq8v_FocusLite.webp,1229 ,Focus Lite,https://aftershockpc.com.au/pc-models/focus-lite,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,16GB Crucial 4800MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",Aftershock M-42 Frost Air Cooler - Black,Asus Prime B650M-A WIFI II CSM - DDR5,Aftershock Rapid Lite,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Workstation,Desktop,"[""Student"", ""Budget-Conscious"", ""Light Gamer""]","[""Minimalist""]","[""light-gaming-ready"", ""budget-friendly""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,5,4,5,4,6,10,5,6,10,10,10,6
Custom_57,Vision Mini 2.0,https://images.prismic.io/aftershockpc/Zicj8fPdc1huKsLH_KVvision_Mobile.png,979 ,Vision Mini 2.0,https://aftershockpc.com.au/pc-models/vision-mini-2,AMD Ryzen 5 8600G | 5.0GHz | 6 Cores 12 Threads (B),#REF!,16GB Crucial 5600MHz DDR5 SODIMM (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",#REF!,Asrock Deskmini X600,#REF!,,1,,Desktop,Custom,Workstation,Desktop,"[""Student"", ""Budget-Conscious""]","[""Minimalist""]","[""budget-friendly""]",[],3,3,2,2,1,3,3,3,3,3,4,3,3,3,3,4,3,5,4,4,3,6,10,4,5,10,10,10,4
Custom_58,Focus,https://images.prismic.io/aftershockpc/ZicH6PPdc1huKsIj_KV_Mobile.png.png,3249 ,Focus,https://aftershockpc.com.au/pc-models/focus,Intel Core Ultra 7 265K | 5.5 GHz | 20 Cores 20 Threads,Asus RTX 5070 Prime OC - 12GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 5 x Aftershock 2200rpm PWM 120mm Fans",Asus Prime Z890-P Wi-Fi CSM - DDR5,Fractal Design Meshify 2 Light TG - Black,850W Inwin P85II 80+ Gold,1,,Desktop,Custom,Workstation,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student""]","[""High Airflow""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,7,7,7,7,8,7,7,7,8,9,7,7,7,7,7,8,10,7,8,10,10,10,10
Custom_59,3D VFX & Animation,https://images.prismic.io/aftershockpc/ZiXGc_Pdc1huKqd0_KV_Mobile.png.png,1879 ,3D VFX & Animation,https://aftershockpc.com.au/pc-models/3daf-student,Intel Core Ultra 5 245K | 5.5 GHz | 14 Cores 14 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,16GB Crucial 4800MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 4 x Aftershock 2200rpm PWM 120mm Fans + CPU Fan",Asus Prime B860 Plus Wi-Fi CSM - DDR5,Fractal Design North Charcoal - Walnut Wood - Glass,750W Inwin 80+ Gold,1,,Desktop,Custom,Workstation,Desktop,"[""Light Gamer""]","[""Minimalist""]","[""light-gaming-ready""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,5,4,5,4,6,10,5,6,10,10,10,6
Custom_60,Focus X - Scientific Computing,"https://images.prismic.io/aftershockpc/77cdb8c8-b8d1-4e06-9b31-89c910075bc6_KV_Mobile.png?auto=compress,format&rect=0,0,1080,1080&w=726&h=726",16999 ,Focus X - Scientific Computing,https://aftershockpc.com.au/pc-models/focus-x-scientific-computing-workstation,AMD Ryzen Threadripper Pro 7975WX I 5.3GHz I 32 Cores 64 Threads,Nvidia RTX 4000 ADA - 20GB GDDR6,256GB Micron ECC CL40 5600MHz (4x64GB)  - DDR5,"1TB Gen5 Crucial T705 M.2 NVMe (R 13600MBs | W 10200), 2TB Gen5 Samsung 9100 PRO M.2. NVME (R 14700MBs | W 13400MBs)","Cooler Master ML360 Mirror TR4 | 360mm Radiator, 11 x Aftershock 2200rpm PWM 120mm Fans",Asus Pro WS WRX90E SAGE SE (No Wi-Fi),Fractal Design Meshify 2 XL - Black - Light Tint  Tempered Glass,1300W Inwin 80+ Platinum - Modular - PCIe 5.0,1,,Desktop,Custom,Workstation,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""1440p Gamer""]","[""High Airflow""]","[""excellent-1440p-performance"", ""future-proof-specs"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",10,9,7,6,5,10,9,10,9,9,10,10,9,9,10,10,9,10,9,10,9,10,10,9,10,10,10,10,10
